"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","Starting Salary","Current Salary","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"200",38,"No","Travel_Rarely",1084,"Research & Development",29,3,"Technical Degree",1,273,4,"Male",54,3,2,"Manufacturing Director",4,"Married",25044,16740,3,"Y","No",18,3,1,80,1,9,3,1,7,7,1,7
"1159",37,"No","Travel_Rarely",671,"Research & Development",19,3,"Life Sciences",1,1631,3,"Male",85,3,2,"Manufacturing Director",3,"Married",23072,105972,3,"Y","No",17,3,1,80,3,9,2,2,4,3,0,2
"249",37,"No","Travel_Rarely",1017,"Research & Development",1,2,"Medical",1,340,3,"Female",83,2,1,"Research Scientist",1,"Married",15680,74788,2,"Y","No",14,3,1,80,1,17,2,2,3,1,0,2
"754",39,"No","Travel_Frequently",945,"Research & Development",22,3,"Medical",1,1043,4,"Female",82,3,3,"Manufacturing Director",1,"Single",43520,20332,1,"Y","Yes",13,3,3,80,0,21,2,3,21,6,2,8
"1057",28,"Yes","Travel_Frequently",1496,"Sales",1,3,"Technical Degree",1,1486,1,"Male",92,3,1,"Sales Representative",3,"Married",11636,62988,3,"Y","No",15,3,4,80,1,5,3,4,3,2,1,2
"713",33,"No","Travel_Rarely",461,"Research & Development",13,1,"Life Sciences",1,995,2,"Female",53,3,1,"Research Scientist",4,"Single",13808,68964,3,"Y","No",18,3,1,80,0,5,4,3,3,2,0,2
"1292",37,"Yes","Travel_Rarely",370,"Research & Development",10,4,"Medical",1,1809,4,"Male",58,3,2,"Manufacturing Director",1,"Single",16852,19968,1,"Y","No",15,3,2,80,0,10,4,1,10,3,0,8
"341",37,"No","Travel_Rarely",1192,"Research & Development",5,2,"Medical",1,460,4,"Male",61,3,2,"Manufacturing Director",4,"Divorced",25388,92708,7,"Y","No",16,3,3,80,2,8,2,2,6,2,0,4
"696",37,"Yes","Travel_Rarely",625,"Sales",1,4,"Life Sciences",1,970,1,"Male",46,2,3,"Sales Executive",3,"Married",42436,59688,5,"Y","No",11,3,3,80,0,17,2,1,14,1,11,7
"700",52,"No","Travel_Rarely",1053,"Research & Development",1,2,"Life Sciences",1,976,4,"Male",70,3,4,"Manager",4,"Married",68396,55316,2,"Y","No",15,3,2,80,1,26,2,2,9,8,7,8
"243",41,"No","Travel_Rarely",1411,"Research & Development",19,2,"Life Sciences",1,334,3,"Male",36,3,2,"Research Scientist",1,"Divorced",12288,79508,2,"Y","No",16,3,1,80,2,17,2,2,1,0,0,0
"604",45,"No","Travel_Rarely",252,"Research & Development",2,3,"Life Sciences",1,834,2,"Female",95,2,1,"Research Scientist",3,"Single",9096,24612,1,"Y","No",14,3,4,80,0,1,3,3,1,0,0,0
"687",41,"No","Travel_Rarely",263,"Research & Development",6,3,"Medical",1,957,4,"Male",59,3,1,"Laboratory Technician",1,"Single",18884,12476,2,"Y","Yes",13,3,3,80,0,20,3,3,18,13,2,17
"1278",46,"No","Travel_Rarely",734,"Research & Development",2,4,"Medical",1,1789,3,"Male",46,3,5,"Research Director",4,"Divorced",77312,56872,7,"Y","Yes",17,3,3,80,1,24,3,3,2,1,2,2
"669",28,"No","Travel_Rarely",995,"Research & Development",9,3,"Medical",1,930,3,"Female",77,3,1,"Research Scientist",3,"Divorced",9508,39336,5,"Y","No",18,3,2,80,1,6,2,3,2,2,2,2
"940",32,"Yes","Travel_Rarely",1089,"Research & Development",7,2,"Life Sciences",1,1309,4,"Male",79,3,2,"Laboratory Technician",3,"Married",19532,91380,1,"Y","No",18,3,1,80,1,10,3,3,10,4,1,1
"1460",29,"No","Travel_Rarely",1378,"Research & Development",13,2,"Other",1,2053,4,"Male",46,2,2,"Laboratory Technician",2,"Married",16100,94716,4,"Y","Yes",13,3,1,80,1,10,2,3,4,3,0,3
"645",31,"No","Travel_Rarely",1222,"Research & Development",11,4,"Life Sciences",1,895,4,"Male",48,3,1,"Research Scientist",4,"Married",9424,59484,3,"Y","Yes",19,3,2,80,1,8,2,3,6,4,0,2
"472",38,"No","Travel_Rarely",1495,"Research & Development",10,3,"Medical",1,634,3,"Female",76,3,2,"Healthcare Representative",3,"Married",39296,88696,3,"Y","No",19,3,3,80,1,18,4,3,1,0,0,0
"1359",31,"No","Travel_Rarely",1079,"Sales",10,2,"Medical",1,1912,3,"Female",86,3,2,"Sales Executive",4,"Divorced",26332,80460,2,"Y","Yes",11,3,4,80,1,8,2,3,5,2,1,4
"654",50,"No","Non-Travel",881,"Research & Development",2,4,"Life Sciences",1,905,1,"Male",98,3,4,"Manager",1,"Divorced",71696,18176,1,"Y","No",11,3,4,80,1,31,3,3,31,6,14,7
"1083",23,"No","Travel_Rarely",507,"Research & Development",20,1,"Life Sciences",1,1533,1,"Male",97,3,2,"Laboratory Technician",3,"Single",9088,99248,0,"Y","No",14,3,2,80,0,5,2,3,4,3,1,2
"169",38,"No","Travel_Rarely",702,"Sales",1,4,"Life Sciences",1,230,1,"Female",59,2,2,"Sales Executive",4,"Single",34744,51720,4,"Y","No",22,4,3,80,0,12,2,4,8,3,0,7
"1090",37,"No","Travel_Rarely",674,"Research & Development",13,3,"Medical",1,1543,1,"Male",47,3,2,"Research Scientist",4,"Married",17140,12124,1,"Y","No",17,3,1,80,0,10,2,3,10,8,3,7
"1429",32,"No","Travel_Rarely",234,"Sales",1,4,"Medical",1,2013,2,"Male",68,2,1,"Sales Representative",2,"Married",9076,72096,0,"Y","No",14,3,2,80,1,3,2,3,2,2,2,2
"989",41,"No","Travel_Frequently",1200,"Research & Development",22,3,"Life Sciences",1,1392,4,"Female",75,3,2,"Research Scientist",4,"Divorced",21868,55812,3,"Y","Yes",14,3,1,80,2,12,4,2,6,2,3,3
"1157",40,"No","Travel_Rarely",884,"Research & Development",15,3,"Life Sciences",1,1628,1,"Female",80,2,3,"Manufacturing Director",3,"Married",41740,103200,1,"Y","No",13,3,4,80,2,18,2,3,18,15,14,12
"484",35,"No","Travel_Rarely",538,"Research & Development",25,2,"Other",1,652,1,"Male",54,2,2,"Laboratory Technician",4,"Single",14724,56016,4,"Y","No",14,3,4,80,0,9,3,3,3,2,0,2
"815",40,"No","Travel_Rarely",1308,"Research & Development",14,3,"Medical",1,1128,3,"Male",44,2,5,"Research Director",3,"Single",78504,70176,1,"Y","No",14,3,1,80,0,21,2,4,20,7,4,9
"847",35,"No","Travel_Rarely",819,"Research & Development",2,3,"Life Sciences",1,1182,3,"Male",44,2,3,"Manufacturing Director",2,"Divorced",41096,78352,2,"Y","No",18,3,2,80,1,15,2,4,7,7,6,4
"555",27,"No","Travel_Rarely",975,"Research & Development",7,3,"Medical",1,764,4,"Female",55,2,2,"Healthcare Representative",1,"Single",27244,93592,8,"Y","No",19,3,1,80,0,9,2,1,7,6,0,7
"245",45,"No","Travel_Rarely",252,"Research & Development",1,3,"Other",1,336,3,"Male",70,4,5,"Manager",4,"Married",76808,63880,0,"Y","No",11,3,3,80,1,25,2,3,24,0,1,7
"1417",38,"No","Travel_Rarely",1321,"Sales",1,4,"Life Sciences",1,1995,4,"Male",86,3,2,"Sales Executive",2,"Married",17760,30544,0,"Y","No",15,3,1,80,2,16,3,3,15,13,5,8
"397",43,"No","Travel_Rarely",1473,"Research & Development",8,4,"Other",1,526,3,"Female",74,3,2,"Healthcare Representative",3,"Divorced",18088,8908,4,"Y","Yes",14,3,4,80,0,8,3,3,5,2,0,2
"736",48,"No","Travel_Rarely",277,"Research & Development",6,3,"Life Sciences",1,1022,1,"Male",97,2,2,"Healthcare Representative",3,"Single",16960,52476,2,"Y","No",13,3,4,80,0,19,0,3,2,2,2,2
"63",50,"No","Travel_Rarely",989,"Research & Development",7,2,"Medical",1,80,2,"Female",43,2,5,"Research Director",3,"Divorced",74960,66804,5,"Y","Yes",12,3,4,80,1,29,2,2,27,3,13,8
"573",29,"No","Travel_Rarely",657,"Research & Development",27,3,"Medical",1,793,2,"Female",66,3,2,"Healthcare Representative",3,"Married",17340,102196,4,"Y","No",12,3,1,80,1,11,3,2,8,7,1,1
"57",35,"No","Travel_Frequently",853,"Sales",18,5,"Life Sciences",1,74,2,"Male",71,3,3,"Sales Executive",1,"Married",36276,44124,1,"Y","No",22,4,4,80,1,9,3,2,9,8,1,8
"1119",26,"No","Travel_Rarely",474,"Research & Development",3,3,"Life Sciences",1,1581,1,"Female",89,3,1,"Research Scientist",4,"Married",8244,44532,1,"Y","No",21,4,1,80,0,1,5,3,1,0,0,0
"1467",39,"No","Travel_Rarely",613,"Research & Development",6,1,"Medical",1,2062,4,"Male",42,2,3,"Healthcare Representative",1,"Married",39964,85828,4,"Y","No",15,3,1,80,1,9,5,3,7,7,1,7
"101",37,"Yes","Travel_Rarely",807,"Human Resources",6,4,"Human Resources",1,133,3,"Male",63,3,1,"Human Resources",1,"Divorced",8292,94592,4,"Y","Yes",22,4,4,80,0,7,3,3,3,2,0,2
"636",35,"No","Travel_Rarely",607,"Research & Development",9,3,"Life Sciences",1,880,4,"Female",66,2,3,"Manufacturing Director",3,"Married",42740,93828,1,"Y","Yes",20,4,2,80,1,17,2,3,17,14,5,15
"7",59,"No","Travel_Rarely",1324,"Research & Development",3,3,"Medical",1,10,3,"Female",81,4,1,"Laboratory Technician",1,"Married",10680,39856,4,"Y","Yes",20,4,1,80,3,12,3,2,1,0,0,0
"235",33,"Yes","Travel_Rarely",813,"Research & Development",14,3,"Medical",1,325,3,"Male",58,3,1,"Laboratory Technician",4,"Married",9744,88596,5,"Y","Yes",13,3,3,80,1,8,2,1,5,4,0,4
"648",35,"No","Travel_Rarely",672,"Research & Development",25,3,"Technical Degree",1,899,4,"Male",78,2,3,"Manufacturing Director",2,"Married",43612,36516,3,"Y","No",16,3,1,80,0,16,2,3,13,10,4,8
"871",35,"No","Travel_Rarely",1361,"Sales",17,4,"Life Sciences",1,1218,3,"Male",94,3,2,"Sales Executive",1,"Married",35864,84104,3,"Y","Yes",15,3,4,80,3,15,2,3,7,7,1,7
"1035",45,"No","Travel_Rarely",1038,"Research & Development",20,3,"Medical",1,1460,2,"Male",95,1,3,"Healthcare Representative",1,"Divorced",43404,79452,2,"Y","Yes",18,3,2,80,1,24,2,3,7,7,0,7
"664",21,"Yes","Travel_Rarely",1427,"Research & Development",18,1,"Other",1,923,4,"Female",65,3,1,"Research Scientist",4,"Single",10772,35480,1,"Y","No",19,3,1,80,0,1,3,2,1,0,0,0
"262",38,"No","Non-Travel",1327,"Sales",2,2,"Life Sciences",1,361,4,"Male",39,2,2,"Sales Executive",4,"Married",20996,78728,3,"Y","No",18,3,4,80,1,13,0,3,8,7,7,5
"799",33,"Yes","Travel_Rarely",1017,"Research & Development",25,3,"Medical",1,1108,1,"Male",55,2,1,"Research Scientist",2,"Single",9252,11972,4,"Y","Yes",20,4,2,80,0,5,0,3,2,2,2,2
"56",33,"No","Travel_Frequently",515,"Research & Development",1,2,"Life Sciences",1,73,1,"Female",98,3,3,"Research Director",4,"Single",53832,60584,1,"Y","Yes",12,3,3,80,0,15,1,3,15,14,8,12
"565",45,"No","Travel_Rarely",954,"Sales",2,2,"Technical Degree",1,783,2,"Male",46,1,2,"Sales Representative",3,"Single",26528,49552,0,"Y","No",13,3,1,80,0,9,3,3,8,7,3,1
"841",35,"No","Travel_Rarely",982,"Research & Development",1,4,"Medical",1,1172,4,"Male",58,2,1,"Laboratory Technician",3,"Married",9032,65360,6,"Y","No",12,3,2,80,1,10,2,3,8,0,1,7
"401",39,"No","Travel_Frequently",1218,"Research & Development",1,1,"Life Sciences",1,531,2,"Male",52,3,5,"Manager",3,"Divorced",76788,32852,1,"Y","Yes",14,3,3,80,1,21,3,3,21,8,1,6
"219",45,"No","Non-Travel",1052,"Sales",6,3,"Medical",1,302,4,"Female",57,2,3,"Sales Executive",4,"Single",35460,67360,6,"Y","No",12,3,4,80,0,23,2,3,19,7,12,8
"1133",40,"No","Travel_Rarely",118,"Sales",14,2,"Life Sciences",1,1598,4,"Female",84,3,2,"Sales Executive",1,"Married",18556,45048,1,"Y","No",15,3,3,80,1,5,2,3,5,4,1,2
"100",44,"No","Non-Travel",489,"Research & Development",23,3,"Medical",1,132,2,"Male",67,3,2,"Laboratory Technician",2,"Married",8168,100172,4,"Y","No",12,3,3,80,1,17,3,4,3,2,1,2
"62",38,"No","Travel_Frequently",653,"Research & Development",29,5,"Life Sciences",1,79,4,"Female",50,3,2,"Laboratory Technician",4,"Single",9624,21824,1,"Y","No",11,3,4,80,0,10,2,3,10,3,9,9
"702",53,"No","Travel_Rarely",1376,"Sales",2,2,"Medical",1,981,3,"Male",45,3,4,"Manager",3,"Divorced",59408,55752,6,"Y","No",13,3,3,80,1,22,3,4,17,13,15,2
"1257",38,"No","Travel_Frequently",594,"Research & Development",2,2,"Medical",1,1760,3,"Female",75,2,1,"Laboratory Technician",2,"Married",9872,63852,4,"Y","No",14,3,2,80,1,9,4,2,6,1,0,5
"353",48,"No","Travel_Rarely",530,"Sales",29,1,"Medical",1,473,1,"Female",91,3,3,"Manager",3,"Married",50016,95912,3,"Y","No",21,4,2,80,1,15,3,1,0,0,0,0
"904",29,"No","Travel_Rarely",1329,"Research & Development",7,3,"Life Sciences",1,1260,3,"Male",82,3,2,"Healthcare Representative",4,"Divorced",26492,16816,1,"Y","Yes",11,3,2,80,2,6,2,3,6,0,1,0
"1093",45,"No","Travel_Rarely",950,"Research & Development",28,3,"Technical Degree",1,1546,4,"Male",97,3,1,"Research Scientist",4,"Married",8528,18340,4,"Y","No",20,4,4,80,1,8,3,3,5,4,0,3
"203",34,"No","Travel_Frequently",878,"Research & Development",10,4,"Medical",1,277,4,"Male",43,3,1,"Research Scientist",3,"Divorced",15260,23888,1,"Y","Yes",17,3,4,80,1,5,4,4,5,3,2,0
"312",45,"No","Travel_Frequently",1249,"Research & Development",7,3,"Life Sciences",1,425,1,"Male",97,3,3,"Laboratory Technician",1,"Divorced",20840,81232,1,"Y","No",18,3,1,80,1,24,2,3,24,9,9,11
"1305",40,"No","Travel_Rarely",750,"Research & Development",12,3,"Life Sciences",1,1829,2,"Female",47,3,2,"Healthcare Representative",1,"Divorced",17792,42992,2,"Y","No",12,3,2,80,1,15,3,3,7,4,7,7
"665",36,"No","Travel_Rarely",1425,"Research & Development",14,1,"Life Sciences",1,924,3,"Male",68,3,2,"Healthcare Representative",4,"Married",26344,19284,0,"Y","Yes",17,3,1,80,1,17,2,2,16,8,4,11
"1170",27,"No","Travel_Rarely",486,"Research & Development",8,3,"Medical",1,1647,2,"Female",86,4,1,"Research Scientist",3,"Married",14068,89960,7,"Y","No",17,3,1,80,0,5,0,3,3,2,0,2
"1094",42,"No","Travel_Frequently",288,"Research & Development",2,3,"Life Sciences",1,1547,4,"Male",40,3,3,"Healthcare Representative",4,"Married",40496,74444,2,"Y","Yes",14,3,3,80,1,24,3,1,20,8,13,9
"439",35,"No","Travel_Rarely",1276,"Research & Development",16,3,"Life Sciences",1,586,4,"Male",72,3,3,"Healthcare Representative",3,"Married",30528,57180,4,"Y","Yes",12,3,3,80,0,10,2,3,8,7,0,0
"891",54,"No","Travel_Frequently",966,"Research & Development",1,4,"Life Sciences",1,1245,4,"Female",53,3,3,"Manufacturing Director",3,"Divorced",42008,38636,7,"Y","No",17,3,1,80,1,33,2,1,5,4,1,4
"371",21,"Yes","Travel_Rarely",156,"Sales",12,3,"Life Sciences",1,494,3,"Female",90,4,1,"Sales Representative",2,"Single",10864,101688,1,"Y","No",15,3,4,80,0,1,0,3,1,0,0,0
"1386",34,"No","Travel_Rarely",1239,"Sales",13,4,"Medical",1,1951,4,"Male",39,3,3,"Sales Executive",3,"Divorced",34512,91656,1,"Y","No",18,3,3,80,1,9,2,2,8,7,1,1
"336",40,"No","Travel_Rarely",1124,"Sales",1,2,"Medical",1,453,2,"Male",57,1,2,"Sales Executive",4,"Married",29828,53092,2,"Y","Yes",22,4,3,80,3,6,2,2,4,3,0,2
"965",34,"No","Travel_Rarely",507,"Sales",15,2,"Medical",1,1356,3,"Female",66,3,2,"Sales Executive",1,"Single",24500,94212,1,"Y","No",12,3,4,80,0,10,6,4,10,8,9,6
"1349",40,"No","Travel_Rarely",1137,"Research & Development",1,4,"Life Sciences",1,1892,1,"Male",98,3,4,"Manager",1,"Divorced",67292,75964,2,"Y","No",11,3,1,80,1,22,3,3,19,7,11,16
"431",35,"No","Travel_Rarely",144,"Research & Development",22,3,"Life Sciences",1,577,4,"Male",46,1,1,"Laboratory Technician",3,"Single",16920,76900,0,"Y","No",15,3,3,80,0,6,2,3,5,4,4,3
"184",50,"No","Travel_Rarely",328,"Research & Development",1,3,"Medical",1,249,3,"Male",86,2,1,"Laboratory Technician",3,"Married",14760,13700,2,"Y","No",15,3,4,80,1,5,2,2,3,2,0,2
"1401",38,"No","Travel_Frequently",1444,"Human Resources",1,4,"Other",1,1972,4,"Male",88,3,1,"Human Resources",2,"Married",11964,20896,0,"Y","Yes",11,3,2,80,1,7,2,3,6,2,1,2
"1374",38,"No","Travel_Frequently",1394,"Research & Development",8,3,"Medical",1,1937,4,"Female",58,2,2,"Research Scientist",2,"Divorced",8532,72460,1,"Y","Yes",16,3,3,80,1,20,3,3,20,11,0,7
"587",24,"No","Non-Travel",1092,"Research & Development",9,3,"Life Sciences",1,812,3,"Male",60,2,1,"Laboratory Technician",2,"Divorced",10776,106204,1,"Y","No",11,3,3,80,3,1,4,3,1,0,0,0
"1087",50,"No","Travel_Frequently",333,"Research & Development",22,5,"Medical",1,1539,3,"Male",88,1,4,"Research Director",4,"Single",57644,97800,1,"Y","Yes",13,3,4,80,0,32,2,3,32,6,13,9
"1015",31,"No","Travel_Rarely",182,"Research & Development",8,5,"Life Sciences",1,1430,1,"Female",93,3,4,"Research Director",2,"Single",65688,35388,3,"Y","No",11,3,3,80,0,9,3,4,3,2,1,0
"1264",42,"No","Travel_Rarely",855,"Research & Development",12,3,"Medical",1,1768,2,"Male",57,3,1,"Laboratory Technician",2,"Divorced",11064,35808,8,"Y","No",22,4,2,80,3,7,6,2,5,3,0,4
"756",45,"No","Travel_Rarely",1234,"Sales",11,2,"Life Sciences",1,1045,4,"Female",90,3,4,"Manager",4,"Married",70600,21616,3,"Y","No",13,3,2,80,1,26,4,4,9,3,1,1
"477",24,"No","Travel_Rarely",823,"Research & Development",17,2,"Other",1,643,4,"Male",94,2,1,"Laboratory Technician",2,"Married",8508,36400,1,"Y","No",21,4,4,80,1,1,2,3,1,0,0,0
"1252",30,"No","Travel_Rarely",979,"Sales",15,2,"Marketing",1,1754,3,"Male",94,2,3,"Sales Executive",1,"Divorced",28560,12352,2,"Y","No",11,3,1,80,1,12,2,3,7,7,1,7
"569",55,"Yes","Travel_Rarely",725,"Research & Development",2,3,"Medical",1,787,4,"Male",78,3,5,"Manager",1,"Married",79436,84796,5,"Y","Yes",13,3,4,80,1,24,2,3,5,2,1,4
"111",51,"No","Travel_Frequently",1456,"Research & Development",1,4,"Medical",1,145,1,"Female",30,2,3,"Healthcare Representative",1,"Single",29936,103184,3,"Y","No",20,4,3,80,0,23,1,2,13,12,12,8
"850",43,"Yes","Travel_Rarely",1372,"Sales",9,3,"Marketing",1,1188,1,"Female",85,1,2,"Sales Executive",3,"Single",21384,37956,8,"Y","No",13,3,2,80,0,7,2,2,4,3,1,3
"716",33,"No","Travel_Frequently",827,"Research & Development",1,4,"Other",1,998,3,"Female",84,4,2,"Healthcare Representative",2,"Married",21952,80644,1,"Y","Yes",13,3,1,80,1,6,2,3,6,5,1,2
"1167",48,"No","Travel_Frequently",365,"Research & Development",4,5,"Medical",1,1644,3,"Male",89,2,4,"Manager",4,"Married",60808,22408,2,"Y","No",25,4,2,80,1,23,3,3,2,2,2,2
"313",31,"No","Travel_Rarely",192,"Research & Development",2,4,"Life Sciences",1,426,3,"Male",32,3,1,"Research Scientist",4,"Divorced",10780,30988,0,"Y","Yes",18,3,2,80,1,3,2,1,2,2,2,2
"1163",35,"Yes","Travel_Rarely",737,"Sales",10,3,"Medical",1,1639,4,"Male",55,2,3,"Sales Executive",1,"Married",41224,86120,9,"Y","No",17,3,3,80,0,15,3,3,13,12,6,0
"114",24,"No","Travel_Rarely",1127,"Research & Development",18,1,"Life Sciences",1,150,2,"Male",52,3,1,"Laboratory Technician",3,"Married",11096,53028,0,"Y","No",12,3,3,80,1,6,2,3,5,3,1,2
"369",40,"Yes","Travel_Rarely",575,"Sales",22,2,"Marketing",1,492,3,"Male",68,2,2,"Sales Executive",3,"Married",25520,24440,2,"Y","Yes",12,3,1,80,2,8,6,3,6,4,1,0
"1452",38,"No","Travel_Rarely",345,"Sales",10,2,"Life Sciences",1,2041,1,"Female",100,3,2,"Sales Executive",4,"Married",21372,23928,1,"Y","No",11,3,3,80,1,10,1,3,10,7,1,9
"522",27,"No","Travel_Frequently",1410,"Sales",3,1,"Medical",1,714,4,"Female",71,4,2,"Sales Executive",4,"Divorced",18588,66692,1,"Y","Yes",20,4,2,80,2,6,3,3,6,5,0,4
"820",28,"No","Travel_Rarely",1451,"Research & Development",2,1,"Life Sciences",1,1136,1,"Male",67,2,1,"Research Scientist",2,"Married",12804,79644,0,"Y","No",17,3,1,80,0,6,2,1,5,3,0,4
"260",31,"Yes","Travel_Frequently",307,"Research & Development",29,2,"Medical",1,355,3,"Male",71,2,1,"Laboratory Technician",2,"Single",13916,46608,0,"Y","No",11,3,2,80,0,6,2,4,5,4,1,4
"207",22,"No","Travel_Rarely",1136,"Research & Development",5,3,"Life Sciences",1,284,4,"Male",60,4,1,"Research Scientist",2,"Divorced",9312,49568,1,"Y","Yes",16,3,1,80,1,4,2,2,4,2,2,2
"1247",30,"Yes","Travel_Frequently",600,"Human Resources",8,3,"Human Resources",1,1747,3,"Female",66,2,1,"Human Resources",4,"Divorced",8720,38928,6,"Y","No",11,3,3,80,1,6,0,2,4,2,1,2
"226",59,"No","Travel_Rarely",142,"Research & Development",3,3,"Life Sciences",1,309,3,"Male",70,2,1,"Research Scientist",4,"Married",8708,33824,3,"Y","No",17,3,1,80,1,7,6,3,1,0,0,0
"352",32,"No","Travel_Rarely",1062,"Research & Development",2,3,"Medical",1,471,3,"Female",75,3,1,"Laboratory Technician",2,"Married",9480,15824,1,"Y","No",13,3,3,80,1,8,4,3,8,0,0,7
"295",37,"No","Travel_Frequently",889,"Research & Development",9,3,"Medical",1,403,2,"Male",53,3,1,"Research Scientist",4,"Married",9304,45644,1,"Y","Yes",12,3,3,80,3,4,3,2,4,2,1,2
"1234",30,"No","Travel_Rarely",793,"Research & Development",16,1,"Life Sciences",1,1729,2,"Male",33,3,1,"Research Scientist",4,"Married",11448,15244,1,"Y","No",12,3,2,80,1,10,2,2,10,0,0,8
"182",34,"No","Travel_Rarely",629,"Research & Development",27,2,"Medical",1,247,4,"Female",95,3,1,"Research Scientist",2,"Single",9244,22844,2,"Y","No",15,3,4,80,0,9,3,3,3,2,1,2
"779",46,"No","Travel_Rarely",1003,"Research & Development",8,4,"Life Sciences",1,1080,4,"Female",74,2,2,"Research Scientist",1,"Divorced",18460,84116,8,"Y","Yes",23,4,1,80,3,19,2,3,16,13,1,7
"138",39,"No","Travel_Rarely",1329,"Sales",4,4,"Life Sciences",1,182,4,"Female",47,2,2,"Sales Executive",3,"Married",23608,58360,4,"Y","No",14,3,3,80,1,17,1,4,15,11,5,9
"86",56,"No","Travel_Rarely",1400,"Research & Development",7,3,"Life Sciences",1,112,4,"Male",49,1,3,"Manufacturing Director",4,"Single",29040,86792,4,"Y","No",11,3,1,80,0,37,3,2,6,4,0,2
"1116",34,"No","Travel_Rarely",479,"Research & Development",7,4,"Medical",1,1577,1,"Male",35,3,1,"Research Scientist",4,"Single",11888,88244,1,"Y","No",13,3,3,80,0,1,4,1,1,0,0,0
"598",42,"No","Travel_Rarely",932,"Research & Development",1,2,"Life Sciences",1,827,4,"Female",43,2,2,"Manufacturing Director",4,"Married",24248,16204,9,"Y","Yes",13,3,4,80,1,8,4,3,4,3,0,2
"677",35,"No","Travel_Rarely",1137,"Research & Development",21,1,"Life Sciences",1,942,4,"Female",51,3,2,"Healthcare Representative",4,"Married",16056,76680,1,"Y","Yes",25,4,4,80,1,10,2,1,10,6,0,7
"444",22,"Yes","Travel_Frequently",1368,"Research & Development",4,1,"Technical Degree",1,593,3,"Male",99,2,1,"Laboratory Technician",3,"Single",15576,36516,5,"Y","No",16,3,3,80,0,4,3,3,2,2,1,2
"913",26,"No","Travel_Rarely",583,"Research & Development",4,2,"Life Sciences",1,1275,3,"Male",53,3,1,"Research Scientist",4,"Single",11500,39892,1,"Y","Yes",20,4,2,80,0,8,2,2,8,5,2,2
"1340",22,"Yes","Travel_Rarely",391,"Research & Development",7,1,"Life Sciences",1,1878,4,"Male",75,3,1,"Research Scientist",2,"Single",9888,104368,1,"Y","Yes",23,4,1,80,0,1,2,3,1,0,0,0
"60",37,"No","Travel_Rarely",1115,"Research & Development",1,4,"Life Sciences",1,77,1,"Male",51,2,2,"Manufacturing Director",3,"Divorced",23972,10756,1,"Y","No",18,3,3,80,1,7,2,4,7,5,0,7
"456",33,"No","Travel_Rarely",922,"Research & Development",1,5,"Medical",1,612,1,"Female",95,4,4,"Research Director",3,"Divorced",64736,90312,4,"Y","No",19,3,3,80,1,10,2,3,6,1,0,5
"381",24,"No","Travel_Rarely",1371,"Sales",10,4,"Marketing",1,507,4,"Female",77,3,2,"Sales Executive",3,"Divorced",17040,23660,1,"Y","Yes",12,3,4,80,1,5,2,4,5,2,0,3
"190",51,"No","Travel_Rarely",313,"Research & Development",3,3,"Medical",1,258,4,"Female",98,3,4,"Healthcare Representative",2,"Single",54936,28768,3,"Y","No",18,3,3,80,0,21,6,3,7,7,1,0
"649",37,"No","Travel_Frequently",1231,"Sales",21,2,"Medical",1,900,3,"Female",54,3,1,"Sales Representative",4,"Married",11892,84888,5,"Y","No",15,3,2,80,1,10,3,3,5,4,0,0
"359",36,"No","Non-Travel",845,"Sales",1,5,"Medical",1,479,4,"Female",45,3,2,"Sales Executive",4,"Single",26612,61104,4,"Y","No",15,3,2,80,0,7,6,3,1,0,0,0
"633",42,"No","Travel_Frequently",1271,"Research & Development",2,1,"Medical",1,875,2,"Male",35,3,1,"Research Scientist",4,"Single",10060,36272,5,"Y","Yes",14,3,4,80,0,8,2,3,2,1,2,2
"288",38,"No","Travel_Rarely",688,"Research & Development",23,4,"Life Sciences",1,393,4,"Male",82,3,2,"Healthcare Representative",4,"Divorced",22980,75596,9,"Y","No",14,3,2,80,1,10,2,3,2,2,1,2
"299",36,"No","Travel_Frequently",566,"Research & Development",18,4,"Life Sciences",1,407,3,"Male",81,4,1,"Laboratory Technician",4,"Married",14752,28488,4,"Y","No",18,3,4,80,2,4,2,3,1,0,0,0
"1276",51,"No","Travel_Rarely",942,"Research & Development",3,3,"Technical Degree",1,1786,1,"Female",53,3,3,"Manager",3,"Married",52464,91936,2,"Y","No",11,3,4,80,0,15,2,3,2,2,2,2
"1246",24,"No","Travel_Frequently",897,"Human Resources",10,3,"Medical",1,1746,1,"Male",59,3,1,"Human Resources",4,"Married",8580,8388,0,"Y","No",14,3,4,80,1,3,2,3,2,2,2,1
"1078",29,"Yes","Travel_Rarely",224,"Research & Development",1,4,"Technical Degree",1,1522,1,"Male",100,2,1,"Research Scientist",1,"Single",9448,30272,6,"Y","No",13,3,3,80,0,11,2,1,9,7,0,7
